Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos
1,1,2,1,"A6/00131 Plant 0123 Plant 0123/18-02-2019 -- 10.54.42,055_Cam_06.png","A6/00131 Plant 0123 Plant 0123/18-02-2019 -- 10.54.42,055_Cam_03.png",A6,Plant 0123
1,1,2,1,"A6/00132 Plant 0124 Plant 0124/18-02-2019 -- 10.54.48,918_Cam_06.png","A6/00132 Plant 0124 Plant 0124/18-02-2019 -- 10.54.48,918_Cam_03.png",A6,Plant 0124
1,1,1,1,"A6/00133 Plant 0125 Plant 0125/18-02-2019 -- 10.54.55,239_Cam_06.png","A6/00133 Plant 0125 Plant 0125/18-02-2019 -- 10.54.55,239_Cam_03.png",A6,Plant 0125
3,3,3,3,"B1/00513 Plant 0000 Plant 0000/18-02-2019 -- 13.00.24,313_Cam_06.png","B1/00513 Plant 0000 Plant 0000/18-02-2019 -- 13.00.24,313_Cam_03.png",B1,Plant 0000
3,3,3,3,"B1/00514 Plant 0001 Plant 0001/18-02-2019 -- 13.00.40,687_Cam_06.png","B1/00514 Plant 0001 Plant 0001/18-02-2019 -- 13.00.40,687_Cam_03.png",B1,Plant 0001
3,3,3,3,"B1/00515 Plant 0002 Plant 0002/18-02-2019 -- 13.00.48,523_Cam_06.png","B1/00515 Plant 0002 Plant 0002/18-02-2019 -- 13.00.48,523_Cam_03.png",B1,Plant 0002
1,1,1,1,"B1/00516 Plant 0003 Plant 0003/18-02-2019 -- 13.00.55,614_Cam_06.png","B1/00516 Plant 0003 Plant 0003/18-02-2019 -- 13.00.55,614_Cam_03.png",B1,Plant 0003
2,1,1,3,"B1/00517 Plant 0004 Plant 0004/18-02-2019 -- 13.01.02,324_Cam_06.png","B1/00517 Plant 0004 Plant 0004/18-02-2019 -- 13.01.02,324_Cam_03.png",B1,Plant 0004
1,1,1,1,"B1/00518 Plant 0005 Plant 0005/18-02-2019 -- 13.01.08,313_Cam_06.png","B1/00518 Plant 0005 Plant 0005/18-02-2019 -- 13.01.08,313_Cam_03.png",B1,Plant 0005
1,1,1,1,"B1/00519 Plant 0006 Plant 0006/18-02-2019 -- 13.01.13,504_Cam_06.png","B1/00519 Plant 0006 Plant 0006/18-02-2019 -- 13.01.13,504_Cam_03.png",B1,Plant 0006
2,1,1,2,"B1/00520 Plant 0007 Plant 0007/18-02-2019 -- 13.01.19,025_Cam_06.png","B1/00520 Plant 0007 Plant 0007/18-02-2019 -- 13.01.19,025_Cam_03.png",B1,Plant 0007
1,1,1,1,"B1/00521 Plant 0008 Plant 0008/18-02-2019 -- 13.01.24,966_Cam_06.png","B1/00521 Plant 0008 Plant 0008/18-02-2019 -- 13.01.24,966_Cam_03.png",B1,Plant 0008
2,2,2,3,"B1/00522 Plant 0009 Plant 0009/18-02-2019 -- 13.01.31,800_Cam_06.png","B1/00522 Plant 0009 Plant 0009/18-02-2019 -- 13.01.31,800_Cam_03.png",B1,Plant 0009
1,1,1,1,"B1/00523 Plant 0010 Plant 0010/18-02-2019 -- 13.01.37,469_Cam_06.png","B1/00523 Plant 0010 Plant 0010/18-02-2019 -- 13.01.37,469_Cam_03.png",B1,Plant 0010
1,1,1,1,"B1/00524 Plant 0011 Plant 0011/18-02-2019 -- 13.02.00,410_Cam_06.png","B1/00524 Plant 0011 Plant 0011/18-02-2019 -- 13.02.00,410_Cam_03.png",B1,Plant 0011
3,3,3,3,"B1/00525 Plant 0012 Plant 0012/18-02-2019 -- 13.02.08,757_Cam_06.png","B1/00525 Plant 0012 Plant 0012/18-02-2019 -- 13.02.08,757_Cam_03.png",B1,Plant 0012
2,2,2,3,"B1/00526 Plant 0013 Plant 0013/18-02-2019 -- 13.02.15,256_Cam_06.png","B1/00526 Plant 0013 Plant 0013/18-02-2019 -- 13.02.15,256_Cam_03.png",B1,Plant 0013
1,2,1,3,"B1/00527 Plant 0014 Plant 0014/18-02-2019 -- 13.02.20,752_Cam_06.png","B1/00527 Plant 0014 Plant 0014/18-02-2019 -- 13.02.20,752_Cam_03.png",B1,Plant 0014
2,3,3,3,"B1/00528 Plant 0015 Plant 0015/18-02-2019 -- 13.02.28,748_Cam_06.png","B1/00528 Plant 0015 Plant 0015/18-02-2019 -- 13.02.28,748_Cam_03.png",B1,Plant 0015
1,1,1,1,"B1/00529 Plant 0016 Plant 0016/18-02-2019 -- 13.02.34,986_Cam_06.png","B1/00529 Plant 0016 Plant 0016/18-02-2019 -- 13.02.34,986_Cam_03.png",B1,Plant 0016
3,3,3,3,"B1/00530 Plant 0017 Plant 0017/18-02-2019 -- 13.02.41,947_Cam_06.png","B1/00530 Plant 0017 Plant 0017/18-02-2019 -- 13.02.41,947_Cam_03.png",B1,Plant 0017
3,3,3,3,"B1/00531 Plant 0018 Plant 0018/18-02-2019 -- 13.02.48,109_Cam_06.png","B1/00531 Plant 0018 Plant 0018/18-02-2019 -- 13.02.48,109_Cam_03.png",B1,Plant 0018
3,2,2,2,"B1/00532 Plant 0019 Plant 0019/18-02-2019 -- 13.02.55,860_Cam_06.png","B1/00532 Plant 0019 Plant 0019/18-02-2019 -- 13.02.55,860_Cam_03.png",B1,Plant 0019
3,3,3,3,"B1/00533 Plant 0020 Plant 0020/18-02-2019 -- 13.03.01,593_Cam_06.png","B1/00533 Plant 0020 Plant 0020/18-02-2019 -- 13.03.01,593_Cam_03.png",B1,Plant 0020
4,4,4,4,"B1/00534 Plant 0021 Plant 0021/18-02-2019 -- 13.03.32,152_Cam_06.png","B1/00534 Plant 0021 Plant 0021/18-02-2019 -- 13.03.32,152_Cam_03.png",B1,Plant 0021
1,1,1,1,"B1/00535 Plant 0022 Plant 0022/18-02-2019 -- 13.03.37,542_Cam_06.png","B1/00535 Plant 0022 Plant 0022/18-02-2019 -- 13.03.37,542_Cam_03.png",B1,Plant 0022
1,1,1,2,"B1/00536 Plant 0023 Plant 0023/18-02-2019 -- 13.03.42,548_Cam_06.png","B1/00536 Plant 0023 Plant 0023/18-02-2019 -- 13.03.42,548_Cam_03.png",B1,Plant 0023
1,1,1,1,"B1/00537 Plant 0024 Plant 0024/18-02-2019 -- 13.03.48,004_Cam_06.png","B1/00537 Plant 0024 Plant 0024/18-02-2019 -- 13.03.48,004_Cam_03.png",B1,Plant 0024
4,4,4,4,"B1/00538 Plant 0025 Plant 0025/18-02-2019 -- 13.03.53,208_Cam_06.png","B1/00538 Plant 0025 Plant 0025/18-02-2019 -- 13.03.53,208_Cam_03.png",B1,Plant 0025
1,1,1,1,"B1/00539 Plant 0026 Plant 0026/18-02-2019 -- 13.03.59,018_Cam_06.png","B1/00539 Plant 0026 Plant 0026/18-02-2019 -- 13.03.59,018_Cam_03.png",B1,Plant 0026
3,1,1,3,"B1/00540 Plant 0027 Plant 0027/18-02-2019 -- 13.04.06,239_Cam_06.png","B1/00540 Plant 0027 Plant 0027/18-02-2019 -- 13.04.06,239_Cam_03.png",B1,Plant 0027
1,1,1,1,"B1/00541 Plant 0028 Plant 0028/18-02-2019 -- 13.04.14,483_Cam_06.png","B1/00541 Plant 0028 Plant 0028/18-02-2019 -- 13.04.14,483_Cam_03.png",B1,Plant 0028
1,1,1,1,"B1/00542 Plant 0029 Plant 0029/18-02-2019 -- 13.04.29,117_Cam_06.png","B1/00542 Plant 0029 Plant 0029/18-02-2019 -- 13.04.29,117_Cam_03.png",B1,Plant 0029
1,1,1,1,"B1/00543 Plant 0030 Plant 0030/18-02-2019 -- 13.04.36,428_Cam_06.png","B1/00543 Plant 0030 Plant 0030/18-02-2019 -- 13.04.36,428_Cam_03.png",B1,Plant 0030
1,1,1,1,"B1/00546 Plant 0033 Plant 0033/18-02-2019 -- 13.05.54,566_Cam_06.png","B1/00546 Plant 0033 Plant 0033/18-02-2019 -- 13.05.54,566_Cam_03.png",B1,Plant 0033
1,1,1,1,"B1/00547 Plant 0034 Plant 0034/18-02-2019 -- 13.06.05,912_Cam_06.png","B1/00547 Plant 0034 Plant 0034/18-02-2019 -- 13.06.05,912_Cam_03.png",B1,Plant 0034
1,1,1,1,"B1/00548 Plant 0035 Plant 0035/18-02-2019 -- 13.06.11,405_Cam_06.png","B1/00548 Plant 0035 Plant 0035/18-02-2019 -- 13.06.11,405_Cam_03.png",B1,Plant 0035
2,1,2,2,"B1/00549 Plant 0036 Plant 0036/18-02-2019 -- 13.06.17,996_Cam_06.png","B1/00549 Plant 0036 Plant 0036/18-02-2019 -- 13.06.17,996_Cam_03.png",B1,Plant 0036
1,1,1,1,"B1/00550 Plant 0037 Plant 0037/18-02-2019 -- 13.06.23,715_Cam_06.png","B1/00550 Plant 0037 Plant 0037/18-02-2019 -- 13.06.23,715_Cam_03.png",B1,Plant 0037
1,1,1,1,"B1/00551 Plant 0038 Plant 0038/18-02-2019 -- 13.06.29,735_Cam_06.png","B1/00551 Plant 0038 Plant 0038/18-02-2019 -- 13.06.29,735_Cam_03.png",B1,Plant 0038
2,3,2,3,"B1/00552 Plant 0039 Plant 0039/18-02-2019 -- 13.06.35,990_Cam_06.png","B1/00552 Plant 0039 Plant 0039/18-02-2019 -- 13.06.35,990_Cam_03.png",B1,Plant 0039
2,3,2,3,"B1/00553 Plant 0040 Plant 0040/18-02-2019 -- 13.06.42,964_Cam_06.png","B1/00553 Plant 0040 Plant 0040/18-02-2019 -- 13.06.42,964_Cam_03.png",B1,Plant 0040
3,3,2,3,"B1/00554 Plant 0041 Plant 0041/18-02-2019 -- 13.06.50,761_Cam_06.png","B1/00554 Plant 0041 Plant 0041/18-02-2019 -- 13.06.50,761_Cam_03.png",B1,Plant 0041
3,2,2,3,"B1/00555 Plant 0042 Plant 0042/18-02-2019 -- 13.06.56,169_Cam_06.png","B1/00555 Plant 0042 Plant 0042/18-02-2019 -- 13.06.56,169_Cam_03.png",B1,Plant 0042
2,1,1,2,"B1/00556 Plant 0043 Plant 0043/18-02-2019 -- 13.07.17,340_Cam_06.png","B1/00556 Plant 0043 Plant 0043/18-02-2019 -- 13.07.17,340_Cam_03.png",B1,Plant 0043
3,3,3,3,"B1/00557 Plant 0044 Plant 0044/18-02-2019 -- 13.07.24,226_Cam_06.png","B1/00557 Plant 0044 Plant 0044/18-02-2019 -- 13.07.24,226_Cam_03.png",B1,Plant 0044
2,2,2,3,"B1/00558 Plant 0045 Plant 0045/18-02-2019 -- 13.07.30,802_Cam_06.png","B1/00558 Plant 0045 Plant 0045/18-02-2019 -- 13.07.30,802_Cam_03.png",B1,Plant 0045
1,1,1,1,"B1/00559 Plant 0046 Plant 0046/18-02-2019 -- 13.07.35,999_Cam_06.png","B1/00559 Plant 0046 Plant 0046/18-02-2019 -- 13.07.35,999_Cam_03.png",B1,Plant 0046
1,1,1,1,"B1/00560 Plant 0047 Plant 0047/18-02-2019 -- 13.07.41,869_Cam_06.png","B1/00560 Plant 0047 Plant 0047/18-02-2019 -- 13.07.41,869_Cam_03.png",B1,Plant 0047
2,1,1,2,"B1/00561 Plant 0048 Plant 0048/18-02-2019 -- 13.07.46,742_Cam_06.png","B1/00561 Plant 0048 Plant 0048/18-02-2019 -- 13.07.46,742_Cam_03.png",B1,Plant 0048
2,2,2,2,"B1/00562 Plant 0049 Plant 0049/18-02-2019 -- 13.07.52,489_Cam_06.png","B1/00562 Plant 0049 Plant 0049/18-02-2019 -- 13.07.52,489_Cam_03.png",B1,Plant 0049
1,1,1,1,"B1/00563 Plant 0050 Plant 0050/18-02-2019 -- 13.07.57,272_Cam_06.png","B1/00563 Plant 0050 Plant 0050/18-02-2019 -- 13.07.57,272_Cam_03.png",B1,Plant 0050
3,3,3,3,"B1/00564 Plant 0051 Plant 0051/18-02-2019 -- 13.08.11,755_Cam_06.png","B1/00564 Plant 0051 Plant 0051/18-02-2019 -- 13.08.11,755_Cam_03.png",B1,Plant 0051
1,1,1,1,"B1/00565 Plant 0052 Plant 0052/18-02-2019 -- 13.08.17,819_Cam_06.png","B1/00565 Plant 0052 Plant 0052/18-02-2019 -- 13.08.17,819_Cam_03.png",B1,Plant 0052
3,2,2,3,"B1/00566 Plant 0053 Plant 0053/18-02-2019 -- 13.08.23,494_Cam_06.png","B1/00566 Plant 0053 Plant 0053/18-02-2019 -- 13.08.23,494_Cam_03.png",B1,Plant 0053
3,3,3,3,"B1/00567 Plant 0054 Plant 0054/18-02-2019 -- 13.09.04,396_Cam_06.png","B1/00567 Plant 0054 Plant 0054/18-02-2019 -- 13.09.04,396_Cam_03.png",B1,Plant 0054
2,1,1,1,"B1/00568 Plant 0055 Plant 0055/18-02-2019 -- 13.09.09,879_Cam_06.png","B1/00568 Plant 0055 Plant 0055/18-02-2019 -- 13.09.09,879_Cam_03.png",B1,Plant 0055
1,1,1,1,"B1/00569 Plant 0056 Plant 0056/18-02-2019 -- 13.09.15,762_Cam_06.png","B1/00569 Plant 0056 Plant 0056/18-02-2019 -- 13.09.15,762_Cam_03.png",B1,Plant 0056
2,2,2,2,"B1/00570 Plant 0057 Plant 0057/18-02-2019 -- 13.09.21,673_Cam_06.png","B1/00570 Plant 0057 Plant 0057/18-02-2019 -- 13.09.21,673_Cam_03.png",B1,Plant 0057
4,4,4,4,"B1/00571 Plant 0058 Plant 0058/18-02-2019 -- 13.09.26,886_Cam_06.png","B1/00571 Plant 0058 Plant 0058/18-02-2019 -- 13.09.26,886_Cam_03.png",B1,Plant 0058
2,1,1,1,"B1/00572 Plant 0059 Plant 0059/18-02-2019 -- 13.09.32,883_Cam_06.png","B1/00572 Plant 0059 Plant 0059/18-02-2019 -- 13.09.32,883_Cam_03.png",B1,Plant 0059
1,1,1,1,"B1/00573 Plant 0060 Plant 0060/18-02-2019 -- 13.09.39,443_Cam_06.png","B1/00573 Plant 0060 Plant 0060/18-02-2019 -- 13.09.39,443_Cam_03.png",B1,Plant 0060
1,1,1,1,"B1/00574 Plant 0061 Plant 0061/18-02-2019 -- 13.09.47,085_Cam_06.png","B1/00574 Plant 0061 Plant 0061/18-02-2019 -- 13.09.47,085_Cam_03.png",B1,Plant 0061
2,1,1,2,"B1/00575 Plant 0062 Plant 0062/18-02-2019 -- 13.09.53,835_Cam_06.png","B1/00575 Plant 0062 Plant 0062/18-02-2019 -- 13.09.53,835_Cam_03.png",B1,Plant 0062
1,1,1,1,"B1/00576 Plant 0063 Plant 0063/18-02-2019 -- 13.10.00,787_Cam_06.png","B1/00576 Plant 0063 Plant 0063/18-02-2019 -- 13.10.00,787_Cam_03.png",B1,Plant 0063
1,1,1,1,"B1/00577 Plant 0064 Plant 0064/18-02-2019 -- 13.10.23,673_Cam_06.png","B1/00577 Plant 0064 Plant 0064/18-02-2019 -- 13.10.23,673_Cam_03.png",B1,Plant 0064
1,1,1,1,"B1/00578 Plant 0065 Plant 0065/18-02-2019 -- 13.10.30,957_Cam_06.png","B1/00578 Plant 0065 Plant 0065/18-02-2019 -- 13.10.30,957_Cam_03.png",B1,Plant 0065
2,2,2,2,"B1/00579 Plant 0066 Plant 0066/18-02-2019 -- 13.10.37,635_Cam_06.png","B1/00579 Plant 0066 Plant 0066/18-02-2019 -- 13.10.37,635_Cam_03.png",B1,Plant 0066
1,1,1,1,"B1/00580 Plant 0067 Plant 0067/18-02-2019 -- 13.10.43,283_Cam_06.png","B1/00580 Plant 0067 Plant 0067/18-02-2019 -- 13.10.43,283_Cam_03.png",B1,Plant 0067
1,1,1,1,"B1/00581 Plant 0068 Plant 0068/18-02-2019 -- 13.10.48,343_Cam_06.png","B1/00581 Plant 0068 Plant 0068/18-02-2019 -- 13.10.48,343_Cam_03.png",B1,Plant 0068
1,1,1,1,"B1/00582 Plant 0069 Plant 0069/18-02-2019 -- 13.10.54,443_Cam_06.png","B1/00582 Plant 0069 Plant 0069/18-02-2019 -- 13.10.54,443_Cam_03.png",B1,Plant 0069
4,4,4,4,"B1/00583 Plant 0070 Plant 0070/18-02-2019 -- 13.10.59,842_Cam_06.png","B1/00583 Plant 0070 Plant 0070/18-02-2019 -- 13.10.59,842_Cam_03.png",B1,Plant 0070
1,1,1,1,"B1/00584 Plant 0071 Plant 0071/18-02-2019 -- 13.11.05,870_Cam_06.png","B1/00584 Plant 0071 Plant 0071/18-02-2019 -- 13.11.05,870_Cam_03.png",B1,Plant 0071
1,1,1,1,"B1/00585 Plant 0072 Plant 0072/18-02-2019 -- 13.11.10,977_Cam_06.png","B1/00585 Plant 0072 Plant 0072/18-02-2019 -- 13.11.10,977_Cam_03.png",B1,Plant 0072
3,3,3,3,"B1/00586 Plant 0073 Plant 0073/18-02-2019 -- 13.11.16,435_Cam_06.png","B1/00586 Plant 0073 Plant 0073/18-02-2019 -- 13.11.16,435_Cam_03.png",B1,Plant 0073
3,3,3,3,"B1/00587 Plant 0074 Plant 0074/18-02-2019 -- 13.11.24,542_Cam_06.png","B1/00587 Plant 0074 Plant 0074/18-02-2019 -- 13.11.24,542_Cam_03.png",B1,Plant 0074
3,3,3,3,"B1/00588 Plant 0075 Plant 0075/18-02-2019 -- 13.11.50,833_Cam_06.png","B1/00588 Plant 0075 Plant 0075/18-02-2019 -- 13.11.50,833_Cam_03.png",B1,Plant 0075
2,2,2,2,"B1/00589 Plant 0076 Plant 0076/18-02-2019 -- 13.11.57,078_Cam_06.png","B1/00589 Plant 0076 Plant 0076/18-02-2019 -- 13.11.57,078_Cam_03.png",B1,Plant 0076
1,1,1,1,"B1/00590 Plant 0077 Plant 0077/18-02-2019 -- 13.12.02,076_Cam_06.png","B1/00590 Plant 0077 Plant 0077/18-02-2019 -- 13.12.02,076_Cam_03.png",B1,Plant 0077
4,4,4,4,"B1/00591 Plant 0078 Plant 0078/18-02-2019 -- 13.12.07,591_Cam_06.png","B1/00591 Plant 0078 Plant 0078/18-02-2019 -- 13.12.07,591_Cam_03.png",B1,Plant 0078
1,1,1,1,"B1/00592 Plant 0079 Plant 0079/18-02-2019 -- 13.12.12,773_Cam_06.png","B1/00592 Plant 0079 Plant 0079/18-02-2019 -- 13.12.12,773_Cam_03.png",B1,Plant 0079
4,4,4,4,"B1/00593 Plant 0080 Plant 0080/18-02-2019 -- 13.12.17,620_Cam_06.png","B1/00593 Plant 0080 Plant 0080/18-02-2019 -- 13.12.17,620_Cam_03.png",B1,Plant 0080
3,3,3,3,"B1/00594 Plant 0081 Plant 0081/18-02-2019 -- 13.12.22,462_Cam_06.png","B1/00594 Plant 0081 Plant 0081/18-02-2019 -- 13.12.22,462_Cam_03.png",B1,Plant 0081
1,1,1,1,"B1/00595 Plant 0082 Plant 0082/18-02-2019 -- 13.12.27,949_Cam_06.png","B1/00595 Plant 0082 Plant 0082/18-02-2019 -- 13.12.27,949_Cam_03.png",B1,Plant 0082
1,1,1,1,"B1/00596 Plant 0083 Plant 0083/18-02-2019 -- 13.12.33,621_Cam_06.png","B1/00596 Plant 0083 Plant 0083/18-02-2019 -- 13.12.33,621_Cam_03.png",B1,Plant 0083
2,1,2,2,"B1/00597 Plant 0084 Plant 0084/18-02-2019 -- 13.12.38,755_Cam_06.png","B1/00597 Plant 0084 Plant 0084/18-02-2019 -- 13.12.38,755_Cam_03.png",B1,Plant 0084
3,3,3,3,"B1/00598 Plant 0085 Plant 0085/18-02-2019 -- 13.13.09,708_Cam_06.png","B1/00598 Plant 0085 Plant 0085/18-02-2019 -- 13.13.09,708_Cam_03.png",B1,Plant 0085
4,4,4,4,"B1/00599 Plant 0086 Plant 0086/18-02-2019 -- 13.13.16,194_Cam_06.png","B1/00599 Plant 0086 Plant 0086/18-02-2019 -- 13.13.16,194_Cam_03.png",B1,Plant 0086
3,3,3,3,"B1/00600 Plant 0087 Plant 0087/18-02-2019 -- 13.13.22,947_Cam_06.png","B1/00600 Plant 0087 Plant 0087/18-02-2019 -- 13.13.22,947_Cam_03.png",B1,Plant 0087
1,1,1,1,"B1/00601 Plant 0088 Plant 0088/18-02-2019 -- 13.13.28,680_Cam_06.png","B1/00601 Plant 0088 Plant 0088/18-02-2019 -- 13.13.28,680_Cam_03.png",B1,Plant 0088
1,1,1,1,"B1/00602 Plant 0089 Plant 0089/18-02-2019 -- 13.13.35,323_Cam_06.png","B1/00602 Plant 0089 Plant 0089/18-02-2019 -- 13.13.35,323_Cam_03.png",B1,Plant 0089
3,3,3,3,"B1/00603 Plant 0090 Plant 0090/18-02-2019 -- 13.13.40,810_Cam_06.png","B1/00603 Plant 0090 Plant 0090/18-02-2019 -- 13.13.40,810_Cam_03.png",B1,Plant 0090
3,3,3,3,"B1/00604 Plant 0091 Plant 0091/18-02-2019 -- 13.13.46,315_Cam_06.png","B1/00604 Plant 0091 Plant 0091/18-02-2019 -- 13.13.46,315_Cam_03.png",B1,Plant 0091
1,1,1,1,"B1/00605 Plant 0092 Plant 0092/18-02-2019 -- 13.13.51,330_Cam_06.png","B1/00605 Plant 0092 Plant 0092/18-02-2019 -- 13.13.51,330_Cam_03.png",B1,Plant 0092
1,1,1,1,"B1/00606 Plant 0093 Plant 0093/18-02-2019 -- 13.13.56,536_Cam_06.png","B1/00606 Plant 0093 Plant 0093/18-02-2019 -- 13.13.56,536_Cam_03.png",B1,Plant 0093
1,1,1,1,"B1/00607 Plant 0094 Plant 0094/18-02-2019 -- 13.14.01,757_Cam_06.png","B1/00607 Plant 0094 Plant 0094/18-02-2019 -- 13.14.01,757_Cam_03.png",B1,Plant 0094
3,3,3,3,"B1/00608 Plant 0095 Plant 0095/18-02-2019 -- 13.14.07,578_Cam_06.png","B1/00608 Plant 0095 Plant 0095/18-02-2019 -- 13.14.07,578_Cam_03.png",B1,Plant 0095
1,1,1,1,"B1/00609 Plant 0096 Plant 0096/18-02-2019 -- 13.14.29,815_Cam_06.png","B1/00609 Plant 0096 Plant 0096/18-02-2019 -- 13.14.29,815_Cam_03.png",B1,Plant 0096
3,4,3,3,"B1/00610 Plant 0097 Plant 0097/18-02-2019 -- 13.14.35,181_Cam_06.png","B1/00610 Plant 0097 Plant 0097/18-02-2019 -- 13.14.35,181_Cam_03.png",B1,Plant 0097
1,1,1,1,"B1/00611 Plant 0098 Plant 0098/18-02-2019 -- 13.14.42,013_Cam_06.png","B1/00611 Plant 0098 Plant 0098/18-02-2019 -- 13.14.42,013_Cam_03.png",B1,Plant 0098
4,4,4,4,"B1/00612 Plant 0099 Plant 0099/18-02-2019 -- 13.14.47,345_Cam_06.png","B1/00612 Plant 0099 Plant 0099/18-02-2019 -- 13.14.47,345_Cam_03.png",B1,Plant 0099
1,1,1,1,"B1/00613 Plant 0100 Plant 0100/18-02-2019 -- 13.14.52,905_Cam_06.png","B1/00613 Plant 0100 Plant 0100/18-02-2019 -- 13.14.52,905_Cam_03.png",B1,Plant 0100
4,4,4,4,"B1/00614 Plant 0101 Plant 0101/18-02-2019 -- 13.14.57,725_Cam_06.png","B1/00614 Plant 0101 Plant 0101/18-02-2019 -- 13.14.57,725_Cam_03.png",B1,Plant 0101
1,1,1,1,"B1/00615 Plant 0102 Plant 0102/18-02-2019 -- 13.15.02,632_Cam_06.png","B1/00615 Plant 0102 Plant 0102/18-02-2019 -- 13.15.02,632_Cam_03.png",B1,Plant 0102
1,1,1,1,"B1/00616 Plant 0103 Plant 0103/18-02-2019 -- 13.15.08,169_Cam_06.png","B1/00616 Plant 0103 Plant 0103/18-02-2019 -- 13.15.08,169_Cam_03.png",B1,Plant 0103
1,1,1,1,"B1/00617 Plant 0104 Plant 0104/18-02-2019 -- 13.15.14,466_Cam_06.png","B1/00617 Plant 0104 Plant 0104/18-02-2019 -- 13.15.14,466_Cam_03.png",B1,Plant 0104
1,1,1,1,"B1/00618 Plant 0105 Plant 0105/18-02-2019 -- 13.15.21,338_Cam_06.png","B1/00618 Plant 0105 Plant 0105/18-02-2019 -- 13.15.21,338_Cam_03.png",B1,Plant 0105
1,1,1,1,"B1/00619 Plant 0106 Plant 0106/18-02-2019 -- 13.15.54,176_Cam_06.png","B1/00619 Plant 0106 Plant 0106/18-02-2019 -- 13.15.54,176_Cam_03.png",B1,Plant 0106
4,4,4,4,"B1/00620 Plant 0107 Plant 0107/18-02-2019 -- 13.15.59,578_Cam_06.png","B1/00620 Plant 0107 Plant 0107/18-02-2019 -- 13.15.59,578_Cam_03.png",B1,Plant 0107
3,3,3,3,"B1/00621 Plant 0108 Plant 0108/18-02-2019 -- 13.16.05,012_Cam_06.png","B1/00621 Plant 0108 Plant 0108/18-02-2019 -- 13.16.05,012_Cam_03.png",B1,Plant 0108
3,3,3,3,"B1/00622 Plant 0109 Plant 0109/18-02-2019 -- 13.16.10,595_Cam_06.png","B1/00622 Plant 0109 Plant 0109/18-02-2019 -- 13.16.10,595_Cam_03.png",B1,Plant 0109
3,2,2,2,"B1/00623 Plant 0110 Plant 0110/18-02-2019 -- 13.16.16,772_Cam_06.png","B1/00623 Plant 0110 Plant 0110/18-02-2019 -- 13.16.16,772_Cam_03.png",B1,Plant 0110
2,1,2,2,"B1/00624 Plant 0111 Plant 0111/18-02-2019 -- 13.16.23,632_Cam_06.png","B1/00624 Plant 0111 Plant 0111/18-02-2019 -- 13.16.23,632_Cam_03.png",B1,Plant 0111
1,1,1,1,"B1/00625 Plant 0112 Plant 0112/18-02-2019 -- 13.16.29,741_Cam_06.png","B1/00625 Plant 0112 Plant 0112/18-02-2019 -- 13.16.29,741_Cam_03.png",B1,Plant 0112
4,4,4,4,"B1/00626 Plant 0113 Plant 0113/18-02-2019 -- 13.16.35,060_Cam_06.png","B1/00626 Plant 0113 Plant 0113/18-02-2019 -- 13.16.35,060_Cam_03.png",B1,Plant 0113
1,1,1,1,"B1/00627 Plant 0114 Plant 0114/18-02-2019 -- 13.16.41,457_Cam_06.png","B1/00627 Plant 0114 Plant 0114/18-02-2019 -- 13.16.41,457_Cam_03.png",B1,Plant 0114
1,1,1,1,"B1/00628 Plant 0115 Plant 0115/18-02-2019 -- 13.16.49,671_Cam_06.png","B1/00628 Plant 0115 Plant 0115/18-02-2019 -- 13.16.49,671_Cam_03.png",B1,Plant 0115
2,1,1,1,"B1/00629 Plant 0116 Plant 0116/18-02-2019 -- 13.16.55,297_Cam_06.png","B1/00629 Plant 0116 Plant 0116/18-02-2019 -- 13.16.55,297_Cam_03.png",B1,Plant 0116
4,4,4,4,"B1/00630 Plant 0117 Plant 0117/18-02-2019 -- 13.17.28,404_Cam_06.png","B1/00630 Plant 0117 Plant 0117/18-02-2019 -- 13.17.28,404_Cam_03.png",B1,Plant 0117
3,3,3,3,"B1/00631 Plant 0118 Plant 0118/18-02-2019 -- 13.17.34,668_Cam_06.png","B1/00631 Plant 0118 Plant 0118/18-02-2019 -- 13.17.34,668_Cam_03.png",B1,Plant 0118
1,1,1,1,"B1/00632 Plant 0119 Plant 0119/18-02-2019 -- 13.17.41,025_Cam_06.png","B1/00632 Plant 0119 Plant 0119/18-02-2019 -- 13.17.41,025_Cam_03.png",B1,Plant 0119
3,1,2,2,"B1/00633 Plant 0120 Plant 0120/18-02-2019 -- 13.17.45,696_Cam_06.png","B1/00633 Plant 0120 Plant 0120/18-02-2019 -- 13.17.45,696_Cam_03.png",B1,Plant 0120
4,4,4,4,"B1/00634 Plant 0121 Plant 0121/18-02-2019 -- 13.17.51,048_Cam_06.png","B1/00634 Plant 0121 Plant 0121/18-02-2019 -- 13.17.51,048_Cam_03.png",B1,Plant 0121
1,1,1,1,"B1/00635 Plant 0122 Plant 0122/18-02-2019 -- 13.17.58,236_Cam_06.png","B1/00635 Plant 0122 Plant 0122/18-02-2019 -- 13.17.58,236_Cam_03.png",B1,Plant 0122
3,3,3,3,"B1/00636 Plant 0123 Plant 0123/18-02-2019 -- 13.18.04,539_Cam_06.png","B1/00636 Plant 0123 Plant 0123/18-02-2019 -- 13.18.04,539_Cam_03.png",B1,Plant 0123
